bytearray(b'<p>This is a paragraph.</ p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n\x1e\xe61\x1a<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This\x833\x18\x8d`q`fq`ogparagraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another\x80 paragraph.</p>')
bytearray(b'\x15\xdf ?\t\xd2\x10fis a paragraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragra\x00\x00\x00\x01ph.</p>')
bytearray(b'<p>\x8b\xd6is is a paragraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragrap\x9e.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragra\x17h.</p>')
bytearray(b"<p>This is a paragraph\'</p>\n<p>This is another paragraph.</p>")
bytearray(b'<p>Thisec+gg paragraph.</pY\n<p>This is another\x80\x00 paragraph.</p>')
bytearray(b'<p>This is a \x8faragraph.</p>\n<p>This is ano\xff\x7fther paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraK\x80\xd1\x82/p>')
bytearray(b'<p\xdd\x01This is a paragraph.</p>\n<p>This is another paris anoth/p>')
bytearray(b'<p>This is a\xe3H\tp\xc8!m\xe6ph.</p>\n<p$\xa0Ei!MWD another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</\xfc3\n<p>This is another p>ragraph.</p>')
bytearray(b'<p>This is a paragraph.</This is another paragraph.</p>')
bytearray(b'<p>Th\\s ians a\x7f  \x7fragraph.\xa8\xde\xfdP\xae\xb0`\x80>is a  Thi\x8c is another paragraph.</p>')
bytearray(b'<p>This is aSg paragraph.</p>\n\x83H9M\xb4!\x98\xe8is another pa\x7fragraph.</p>')
bytearray(b'<p>ThJ\xf2 is a pr+\xb2m\x13\xf3z9.\xc3/p>\n<p>Thisther paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another p\xff\xff\x00\x00aragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<ep>This is another paragraph.<rap')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.\x0e),\xe2?.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\nfee</li<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>T\xf6X\xd4\xcf\x91\nv\xc2nothe\x8d paragraph.</`og-p>')
bytearray(b"M\xb0N\'his is a paragraph.</p>\n<p>This is another paragraph.</p>")
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.</p~')
bytearray(b'<p>This is a paragraph.</p>\x8a<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragrAph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is aoother paragraph.</p>')
bytearray(b'<p>This is a paragraph.ancx=\t;>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This?is another paragraph.</p>')
bytearray(b'<p>This is a p\xcbnagraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paras aph.</p>')
bytearray(b'<p>T\x89\xe7\x07"\xa4his is a paragraph.</p>\n<p>This is anoth\x9a\x8d paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>Thi\xff\xff\xff\xffs is another paragraph.</p>')
bytearray(b'<p>This is araqpa; u<\x00; u<\x00\x02/p>\n<p~This\x9ccs another paragra\x00ph.</p>')
bytearray(b'<p>This is s a pagraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a par\x9e\x98raph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.</p>\xd8\xf9\x1b\xbc\x93\xf7\x06')
bytearray(b'<p>This`d\xd8Wa pa\xff\x7fragraph.</p>\xf5<p>This is anoth\x9a\x8d paragrap\x01h.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragrap\x97.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>Thi #is another paragraph.</p>')
bytearray(b'\x7f<p>Th@is is a paragraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.</p>\xfb\xce\xcd\xff')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another parag\x10\x00raph.</p>')
bytearray(b'<p>This is a graph.</p>\n<p>This $\x17I\x12n\x7fther paragraph.\x00\x10</p>')
bytearray(b'<p<This is a paragraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.\xc3/p>')
bytearray(b'<p>This \x10is a paragraph.</p>\n<p>This s  an\xb9ther paragraph.</p>')
bytearray(b'<p>This is a \x9a\xb5\t\x8d\xd4\x95\x17h.</p>\n<p>This is another paragraph.</p>\xc0C\xeb\xcb\xee')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is a\xaeother paragraph.</p>')
bytearray(b'<p\xd1)Qv>This is a paragraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a \x8faragr\xb7\xbd\xa6r\x9at\xa2\xac</p>\n<p>This is\x9aanother paragraph.</p>')
bytearray(b'<p>Thiw is a paraitan arep>\n<p>This is another piragraph.</p>')
bytearray(b'<p>This is a para\xb2raph.</p>\n<p>This is another paragraph.\x05\xff\xff\x05</p>')
bytearray(b'<p>This is a paragraph.</paO\x99\xbe>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is anothebo`q`f \xa5\x1crais agraph.</p\x10\x00>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragrapclasp> \n<p>Thisraph.~\x8bp is another:bluagraph.</p>')
bytearray(b'<p>This is\xe9\xedE\x85+9\x16>raph.</p>\n<p>This is another paragraph.<\xd0p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.<\x1fGd`chmf;.g9=\t\t;o=Lx\x1fehqrs\x1fo`q`/p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another \x01\x00\x00\x00paragraph.</p>')
bytearray(b'<p>This is \xa5\x07paragraph.</p>\n<p>This is another paragraph.</c>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.anot</p>')
bytearray(b'<p>This is a paragraph.</p>\xf5\xc3p>Thi\xd9 is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n\xbf\x0c\x98\xc9X>$T\x97\x96s is another p\x00\x80\x00\x00aragraph.</p>')
bytearray(b'<p>This i\xe2 a paragraph.</p>\n<p>This is another paragrap>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragra\xf2\xe5 \xce/p>')
bytearray(b'<p>This is a paragraph.</p>\n<p$\x9e>This is another paragraph.</p>')
bytearray(b'<p>This is \x00\x80a parnknq9agraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<\x00p>This is anoth\xd4r paragraph.</p>')
bytearray(b'<p>This is a paragrap/p>\n<p>Th.,/p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p\xdc>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>Thi\x16{\xaa\xebf\x07\xa1}ther ps is anoaragraph.</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>\\his is another paragraph.</p>')
bytearray(b'<p>This is a par\x7fagraph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a para\x7fraph.</p>\n<p>\x00\x00\x01\x00This iwis a he\x0c\\paragraph.</p>')
bytearray(b'<p>This is a paragr]]\x8fl</p>\n<p>This\xdf\x96s another paragr\xaeaph.<_nf,:-n\x7f/p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This is another paragraph.\xff\xff\xff\xff</p>')
bytearray(b'<p>This is a paragraph.</p>\n<p>This %Z \x9e\x91other paragraph.</p>')
bytearray(b'<p>This is a paragraph\x00\x02.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>This is a paragr\x00\x00\x01\x00aph.</p>\n<p>This is another paragraph.</p>')
bytearray(b'<p>T\x97\x96s is a par\xc0graph.</p>\n<p>T\x00his is\x03\xe8 another\xffi\xb0\xd9agraph.</hr\x1fhp>')
